日期(年/月),單位,天然氣供給_合計,天然氣供給_自產量,天然氣供給_進口量,天然氣轉變投入_合計,天然氣轉變投入_煉油廠,天然氣轉變投入_發電及汽電,天然氣消費_合計,天然氣消費_能源部門自用,天然氣消費_工業部門,天然氣消費_運輸部門,天然氣消費_農業部門,天然氣消費_服務業部門,天然氣消費_住宅部門,天然氣消費_非能源消費,自產天然氣可供市場銷售之NG1_小計,自產天然氣可供市場銷售之NG1_自產量,自產天然氣可供市場銷售之NG1_由LNG來之調整量,自產天然氣轉變投入_發電及汽電,自產天然氣NG1消費_合計,自產天然氣NG1消費_能源部門自用,自產天然氣NG1消費_工業部門,自產天然氣NG1消費_運輸部門,自產天然氣NG1消費_農業部門,自產天然氣NG1消費_服務業部門,自產天然氣NG1消費_住宅部門,自產天然氣NG1消費_非能源消費,(進口)液化天然氣進口量,(進口)液化天然氣可供市場銷售之NG2可供市場銷售之NG2,(進口)液化天然氣轉變投入_小計,(進口)液化天然氣轉變投入_煉油廠,(進口)液化天然氣轉變投入_發電及汽電,(進口)液化天然氣NG2消費_小計,(進口)液化天然氣NG2消費_能源部門自用,(進口)液化天然氣NG2消費_工業部門,(進口)液化天然氣NG2消費_運輸部門,(進口)液化天然氣NG2消費_農業部門,(進口)液化天然氣NG2消費_服務業部門,(進口)液化天然氣NG2消費_住宅部門,(進口)液化天然氣NG2消費_非能源消費
201901,千立方公尺,1997439.9203565926,16012.861,1981427.0593565926,1425038.59653811,8771.59,1416267.00653811,450333.28746189,43203.50360946,279748.63585243,0,725.894,44378.591,82276.663,0,197871.431875,16012.861,181858.570875,222.79506039,166778.44993961,969.852,55957.07893961,0,0,33460.222,76391.297,0,1981427.0593565926,1816677.609,1424815.80147772,8771.59,1416044.21147772,283554.83752228,42233.65160946,223791.55691282,0,725.894,10918.369,5885.366,0
201902,千立方公尺,1463625.2808808338,13828.072,1449797.2088808338,1111694.86688971,9555.18,1102139.68688971,389331.32911029,31734.44079008,225419.82532021,0,696.117,44912.475,86568.471,0,162752.625625,13828.072,148924.553625,118.46729775,157110.17870225,1201.947,40179.61470225,0,0,35202.495,80526.122,0,1449797.2088808338,1481120.034,1111576.39959196,9555.18,1102021.21959196,232221.15040804,30532.49379008,185240.21061796,0,696.117,9709.98,6042.349,0
201903,千立方公尺,1755060.0397018577,11872.346,1743187.6937018577,1315199.1339496,11610.888,1303588.2459496,441648.2180504,27836.22509325,277454.41695715,0,558.261,43076.108,92723.207,0,196051.947125,11872.346,184179.601125,158.31393118,173724.55606882,817.587,53507.07106882,0,0,32982.702,86417.196,0,1743187.6937018577,1741042.09,1315040.82001842,11610.888,1303429.93201842,267923.66198158,27018.63809325,223947.34588833,0,558.261,10093.406,6306.011,0
201904,千立方公尺,1673481.8132351608,12790.83,1660690.9832351608,1460734.68164309,9571.966,1451162.71564309,421946.89635691,25836.09836935,265739.21498756,0,305.308,42655.042,87411.233,0,171936.20325,12790.83,159145.37325,130.00251124,169348.19448876,1310.197,53980.95748876,0,0,32526.759,81530.281,0,1660690.9832351608,1859558.223,1460604.67913185,9571.966,1451032.71313185,252598.70186815,24525.90136935,211758.2574988,0,305.308,10128.283,5880.952,0
201905,千立方公尺,1923699.682173992,16767.394,1906932.288173992,1377999.42768489,10177.271,1367822.15668489,436491.64331511,29225.28085715,282894.18045796,0,157.309,43048.013,81166.86,0,170938.0105,16767.394,154170.6165,134.32042697,166814.82357303,1633.332,56556.07357303,0,0,32813.113,75812.305,0,1906932.288173992,1771375.14,1377865.10725792,10177.271,1367687.83625792,269676.81974208,27591.94885715,226338.10688493,0,157.309,10234.9,5354.555,0
201906,千立方公尺,1545012.5554943363,16825.768,1528186.7874943363,1300257.68394027,10097.094,1290160.58994027,406899.21705973,29801.34194695,265862.20711278,0,90.608,41458.573,69686.487,0,150653.08825,16825.768,133827.32025,149.99322191,151846.89577809,2102.038,53413.12477809,0,0,31516.215,64815.518,0,1528186.7874943363,1656193.752,1300107.69071836,10097.094,1290010.59671836,255052.32128164,27699.30394695,212449.08233469,0,90.608,9942.358,4870.969,0
201907,千立方公尺,2080569.6663792478,17129.757,2063439.9093792478,1632371.49418724,10142.292,1622229.20218724,417096.39181276,34838.38407152,279295.63774124,0,79.265,39535.698,63347.407,0,144688.065375,17129.757,127558.308375,146.80114747,145818.30585253,2358.196,54890.63885253,0,0,29686.204,58883.267,0,2063439.9093792478,1999441.464,1632224.69303977,10142.292,1622082.40103977,271278.08596023,32480.18807152,224404.99888871,0,79.265,9849.494,4464.14,0
201908,千立方公尺,1813896.801655188,16126.779,1797770.022655188,1492389.16788145,6182.74,1486206.42788145,407569.25511855,33647.20725806,279937.34086049,0,85.638,39262.91,54636.159,0,144639.784875,16126.779,128513.005875,198.82797753,136729.35302247,2409.322,54563.23802247,0,0,29444.889,50311.904,0,1797770.022655188,1900686.985,1492190.33990392,6182.74,1486007.59990392,270839.90209608,31237.88525806,225374.10283802,0,85.638,9818.021,4324.255,0
201909,千立方公尺,1931576.7969732668,14665.56,1916911.2369732668,1390630.24575174,2366.27,1388263.97575174,396077.41424826,35412.52744416,266953.8428041,0,112.302,39794.437,53804.305,0,144511.23525,14665.56,129845.67525,953.61447191,132805.51052809,1952.359,51319.97852809,0,0,30083.015,49450.158,0,1916911.2369732668,1814223.14,1389676.63127983,2366.27,1387310.36127983,263271.90372017,33460.16844416,215633.86427601,0,112.302,9711.422,4354.147,0
201910,千立方公尺,1909830.0363810602,11323.499,1898506.5373810602,1556677.50798257,3396.81,1553280.69798257,409043.76801743,36942.70960127,277138.05141616,0,175.708,40470.284,54317.015,0,164550.662375,11323.499,153227.163375,150.18087641,137205.27612359,2122.062,54966.87512359,0,0,30256.277,49860.062,0,1898506.5373810602,1972747.844,1556527.32710616,3396.81,1553130.51710616,271838.49189384,34820.64760127,222171.17629257,0,175.708,10214.007,4456.953,0
201911,千立方公尺,1993563.0954866334,9706.397,1983856.6984866334,1661361.41680459,12291.921,1649069.49580459,422649.33419541,39281.16135608,275714.61883933,0,402.587,43161.683,64089.284,0,177616.52375,9706.397,167910.12675,148.95475,151591.08125,2362.77,56775.71725,0,0,32927.966,59524.628,0,1983856.6984866334,2087876.737,1661212.46205459,12291.921,1648920.54105459,271058.25294541,36918.39135608,218938.90158933,0,402.587,10233.717,4564.656,0
201912,千立方公尺,2152876.3205604893,10173.611,2142702.7095604893,1539613.25495293,12163.477,1527449.77795293,433201.33804707,29898.04678653,285052.78626054,0,735.111,44290.667,73224.727,0,212098.2365,10173.611,201924.6255,234.83706742,163047.49293258,2449.016,59225.70993258,0,0,33478.712,67894.055,0,2142702.7095604893,2050138.572,1539378.41788551,12163.477,1527214.94088551,270153.84511449,27449.03078653,225827.07632796,0,735.111,10811.955,5330.672,0
202001,千立方公尺,1810331.5420589035,9666.132,1800665.4100589035,1406167.42894657,8428.248,1397739.18094657,448782.34505343,48699.01752185,267831.29753158,0,697.342,45588.384,85966.304,0,192488.93925,9666.132,182822.80725,120.06666854,169889.35433146,1779.312,53571.33133146,0,0,34730.043,79808.668,0,1800665.4100589035,1788436.02,1406047.36227803,8428.248,1397619.11427803,278892.99072197,46919.70552185,214259.96620012,0,697.342,10858.341,6157.636,0
202002,千立方公尺,1963280.4790661533,8964.557,1954315.9220661533,1447463.06158212,7466.82,1439996.24158212,465919.39341788,43418.46211225,282196.59630563,0,961.987,45753.686,93588.662,0,200074.14125,8964.557,191109.58425,190.16663202,176999.82236798,1186.012,53440.49736798,0,0,35611.181,86762.132,0,1954315.9220661533,1906336.105,1447272.8949501,7466.82,1439806.0749501,288919.5710499,42232.45011225,228756.09893765,0,961.987,10142.505,6826.53,0
202003,千立方公尺,1884869.849034436,8147.917,1876721.932034436,1602251.04305853,8050.15,1594200.89305853,491245.68894147,47239.8790293,298009.44691217,0,462.621,43232.293,102301.449,0,202485.028375,8147.917,194337.111375,165.19904214,191819.05095786,1399.819,61633.48295786,0,0,33642.33,95143.419,0,1876721.932034436,2062904.311,1602085.84401639,8050.15,1594035.69401639,299426.63798361,45840.0600293,236375.96395431,0,462.621,9589.963,7158.03,0
202004,千立方公尺,1930731.531035342,8700.285,1922031.246035342,1408357.39037812,5230.23,1403127.16037812,460403.16162188,48266.18308739,275541.04753449,0,413.575,39482.493,96699.863,0,188939.82225,8700.285,180239.53725,150.60357444,182355.65542556,1986.565,59784.02042556,0,0,30477.855,90107.215,0,1922031.246035342,1850246.61,1408206.78680368,5230.23,1402976.55680368,278047.50619632,46279.61808739,215757.02710893,0,413.575,9004.638,6592.648,0
202005,千立方公尺,1912028.619187585,9084.621,1902943.998187585,1630882.10462235,3426.14,1627455.96462235,425203.75837765,40079.05692252,255944.75145513,0,133.047,37221.209,91825.694,0,163494.73875,9084.621,154410.11775,131.0490927,171985.0939073,1927.885,56766.0349073,0,0,28033.955,85257.219,0,1902943.998187585,2038036.489,1630751.05552965,3426.14,1627324.91552965,253218.66447035,38151.17192252,199178.71654783,0,133.047,9187.254,6568.475,0
202006,千立方公尺,2146031.9004218397,9086.233,2136945.6674218397,1617123.13945208,1573.96,1615549.17945208,421437.88054792,44909.46516649,264064.42238143,0,74.559,37788.379,74601.055,0,145503.463,9086.233,136417.23,184.92126405,154866.90373595,2167.612,55175.02373595,0,0,28250.348,69273.92,0,2136945.6674218397,1994092.534,1616938.21818803,1573.96,1615364.25818803,266570.97681197,42741.85316649,208889.39864548,0,74.559,9538.031,5327.135,0
202007,千立方公尺,1993983.7370756684,9024.018,1984959.7190756684,1692121.06096661,3862.32,1688258.74096661,416093.17403339,38241.180119,276533.70591439,0,60.629,38067.818,63189.841,0,147913.850625,9024.018,138889.832625,200.44909691,147629.55090309,2443.192,58362.95390309,0,0,28457.249,58366.156,0,1984959.7190756684,2081007.183,1691920.6118697,3862.32,1688058.2918697,268463.6231303,35797.988119,218170.7520113,0,60.629,9610.569,4823.685,0
202008,千立方公尺,2021346.1677924786,8979.074,2012367.0937924786,1630355.84270595,4407,1625948.84270595,422138.95329405,43022.11278965,285883.5295044,0,73.694,39137.734,54021.883,0,148424.701625,8979.074,139445.627625,218.20954494,140255.64745506,2076.946,59389.93645506,0,0,29006.527,49782.238,0,2012367.0937924786,2026927.462,1630137.63316101,4407,1625730.63316101,281883.30583899,40945.16678965,226493.59304934,0,73.694,10131.207,4239.645,0
202009,千立方公尺,1976626.7365269598,9000.645,1967626.0915269598,1522559.07144576,5431.48,1517127.59144576,427408.79555424,43374.88261866,291396.54093558,0,91.31,38847.393,53698.669,0,153544.864875,9000.645,144544.219875,167.47381461,138532.76518539,1975.643,58396.49018539,0,0,28899.44,49261.192,0,1967626.0915269598,1919919.534,1522391.59763115,5431.48,1516960.11763115,288876.03036885,41399.23961866,233000.05075019,0,91.31,9947.953,4437.477,0
202010,千立方公尺,2003350.6535047576,8622.755,1994727.8985047576,1596134.05613538,4825.36,1591308.69613538,440353.21786462,48010.50358406,294893.54528056,0,147.529,40690.288,56611.352,0,171940.907375,8622.755,163318.152375,97.24714045,143323.49585955,1793.632,58675.90885955,0,0,30947.211,51906.744,0,1994727.8985047576,2065283.005,1596036.80899493,4825.36,1591211.44899493,297029.72200507,46216.87158406,236217.63642101,0,147.529,9743.077,4704.608,0
202011,千立方公尺,1934985.901864522,7684.345,1927301.556864522,1633676.88597938,1750.24,1631926.64597938,451597.66602062,46247.79691398,297655.85910664,0,329.836,42138.213,65225.961,0,178168.524625,7684.345,170484.179625,28.99464045,154281.68335955,1819.661,60176.59135955,0,0,31992.184,60293.247,0,1927301.556864522,2073793.476,1633647.89133893,1750.24,1631897.65133893,297315.98266107,44428.13591398,237479.26774709,0,329.836,10146.029,4932.714,0
202012,千立方公尺,2208343.333816493,8379.419,2199963.914816493,1690126.56192155,3043.73,1687082.83192155,481020.53507845,46383.92504105,314197.0200374,0,545.588,44241.63,75652.372,0,219929.093375,8379.419,211549.674375,88.8932191,170471.2757809,1858.599,64961.1417809,0,0,33341.232,70310.303,0,2199963.914816493,2193303.976,1690037.66870245,3043.73,1686993.93870245,310549.25929755,44525.32604105,249235.8782565,0,545.588,10900.398,5342.069,0
202101,千立方公尺,2026012.8619583145,8885.146,2017127.7159583145,1592072.03857909,3327.48,1588744.55857909,524359.63542091,53543.93847408,330151.49094683,0,1072.675,48163.848,91427.683,0,231754.961875,8885.146,222869.815875,105.78417275,193399.50682725,1522.677,70920.56682725,0,0,36385.162,84571.101,0,2017127.7159583145,2057557.276,1591966.25440634,3327.48,1588638.77440634,330960.12859366,52021.26147408,259230.92411958,0,1072.675,11778.686,6856.582,0
202102,千立方公尺,1843363.826576348,8605.682,1834758.144576348,1222521.30489934,7149.62,1215371.68489934,464396.92710066,51360.42704395,270359.00805671,0,857.31,43883.296,97936.886,0,179544.185,8605.682,170938.503,54.91970084,177143.42129916,1358.733,51809.43729916,0,0,33326.3,90648.951,0,1834758.144576348,1670360.326,1222466.3851985,7149.62,1215316.7651985,287253.5058015,50001.69404395,218549.57075755,0,857.31,10556.996,7287.935,0
202103,千立方公尺,1958979.661926144,9084.753,1949894.908926144,1625185.84200823,7341.02,1617844.82200823,533079.87999177,51590.94599586,334735.54099591,0,507.568,44485.838,101759.987,0,209893.210875,9084.753,200808.457875,124.96223174,193852.54176826,1264.565,64705.79376826,0,0,33790.228,94091.955,0,1949894.908926144,2163577.241,1625060.87977649,7341.02,1617719.85977649,339227.33822351,50326.38099586,270029.74722765,0,507.568,10695.61,7668.032,0
202104,千立方公尺,1997072.460428636,9351.098,1987721.362428636,1570235.72983381,9172.56,1561063.16983381,503936.91316619,48445.6421634,316761.73600279,0,270.919,44122.61,94336.006,0,185822.568125,9351.098,176471.470125,31.79251405,188726.51948595,1807.45,65915.18048595,0,0,33543.527,87460.362,0,1987721.362428636,2049935.696,1570203.93731976,9172.56,1561031.37731976,315210.39368024,46638.1921634,250846.55551684,0,270.919,10579.083,6875.644,0
202105,千立方公尺,2434509.130349343,9741.463,2424767.667349343,1757219.86057195,4187.22,1753032.64057195,488721.15242805,42653.24504976,321354.44937829,0,121.165,40624.715,83967.578,0,163430.1475,9741.463,153688.6845,0,176671.963,1951.987,65866.408,0,0,31119.649,77733.919,0,2424767.667349343,2212272.524,1757219.86057195,4187.22,1753032.64057195,312049.18942805,40701.25804976,255488.04137829,0,121.165,9505.066,6233.659,0
202106,千立方公尺,2045376.9478586316,9457.932,2035919.0158586316,1657470.92227309,1369.67,1656101.25227309,470437.28472691,48584.05337535,322970.37435156,0,75.444,30549.636,68257.777,0,151640.565375,9457.932,142182.633375,40.96583427,153431.31216573,1810.244,65523.36316573,0,0,23133.68,62964.025,0,2035919.0158586316,2089824.583,1657429.95643882,1369.67,1656060.28643882,317005.97256118,46773.80937535,257447.01118583,0,75.444,7415.956,5293.752,0
202107,千立方公尺,2349787.3020444043,9703.636,2340083.6660444043,1875643.67377713,3391.8,1872251.87377713,473104.97322287,51350.03423725,329993.89998562,0,66.029,26806.583,64888.427,0,150861.48325,9703.636,141157.84725,78.31107303,146262.94092697,1767.125,65634.06392697,0,0,19281.502,59580.25,0,2340083.6660444043,2321824.637,1875565.3627041,3391.8,1872173.5627041,326842.0322959,49582.90923725,264359.83605865,0,66.029,7525.081,5308.177,0
202108,千立方公尺,2207653.4814526505,9653.738,2197999.7434526505,1808784.1802438,5980.04,1802804.1402438,469432.4581962,47359.80865537,332499.27954083,0,73.085,29377.453,60122.832,0,157890.632,9653.738,148236.894,75.15935112,145344.80564888,1714.88,67976.23064888,0,0,20662.648,54991.047,0,2197999.7434526505,2264062.425,1808709.02089268,5980.04,1802728.98089268,324087.65254732,45644.92865537,264523.04889195,0,73.085,8714.805,5131.785,0
202109,千立方公尺,2204609.0699791573,8666.932,2195942.1379791573,1766921.8034872,7076.64,1759845.1634872,459223.5722728,45571.88598547,321857.11828733,0,75.44,32330.343,59388.785,0,151490.3305,8666.932,142823.3985,21.93385393,145308.26814607,2121.667,65953.35914607,0,0,23133.578,54099.664,0,2195942.1379791573,2226156.261,1766899.86963327,7076.64,1759823.22963327,313915.30412673,43450.21898547,255903.75914126,0,75.44,9196.765,5289.121,0
202110,千立方公尺,2351868.321332578,8399.323,2343468.998332578,1885685.17851726,6985.46,1878699.71851726,467363.27108274,40583.56824902,334802.90183372,0,128.12,34945.988,56902.693,0,170892.535375,8399.323,162493.212375,49.20040871,146559.11359129,1668.534,67598.61359129,0,0,25262.66,52029.306,0,2343468.998332578,2366933.766,1885635.97810855,6985.46,1878650.51810855,320804.15749145,38915.03424902,267204.28824243,0,128.12,9683.328,4873.387,0
202111,千立方公尺,2209143.404275487,9017.148,2200126.256275487,1837670.50320385,7824.31,1829846.19320385,495518.27226615,49791.85333409,342173.90093206,0,460.605,39604.002,63487.911,0,192066.5145,9017.148,183049.3665,63.96821489,156878.93278511,1833.27,68112.39978511,0,0,28708.655,58224.608,0,2200126.256275487,2344447.646,1837606.53498896,7824.31,1829782.22498896,338639.33948104,47958.58333409,274061.50114695,0,460.605,10895.347,5263.303,0
202112,千立方公尺,2456721.810859538,9629.081,2447092.729859538,1791172.92409827,7312.34,1783860.58409827,515621.24660173,44868.29465516,348515.97694657,0,709.822,44389.874,77137.279,0,229265.739125,9629.081,219636.658125,79.59864045,178508.42835955,2123.993,71587.47835955,0,0,33176.364,71620.593,0,2447092.729859538,2372050.826,1791093.32545782,7312.34,1783780.98545782,337112.81824218,42744.30165516,276928.49858702,0,709.822,11213.51,5516.686,0
202201,千立方公尺,2060730.7988627095,8482.63,2052248.1688627095,1733150.13365827,7552.64,1725597.49365827,534760.46377173,51754.94296647,342150.39180526,0,941.246,46019.45,93894.433,0,223369.6855,8482.63,214887.0555,120.53446629,196193.37153371,1917.892,72782.68553371,0,0,34884.213,86608.581,0,2052248.1688627095,2196079.777,1733029.59919198,7552.64,1725476.95919198,338567.09223802,49837.05096647,269367.70627155,0,941.246,11135.237,7285.852,0
202202,千立方公尺,1942483.9505043046,7106.709,1935377.2415043046,1406670.483702,6315.53,1400354.953702,484296.833948,37111.98683375,305889.25511425,0,881.67,42445.79,97968.132,0,198245.8335,7106.709,191139.1245,180.82895225,180841.71604775,1129.667,57633.43704775,0,0,31621.345,90457.267,0,1935377.2415043046,1848487.145,1406489.65474975,6315.53,1400174.12474975,303455.11790025,35982.31983375,248255.8180665,0,881.67,10824.445,7510.865,0
202203,千立方公尺,2252253.903396919,7019.451,2245234.452396919,1790310.87906031,5585.54,1784725.33906031,583739.67075969,60862.2311404,372756.98761929,0,576.33,44106.991,105437.131,0,214706.187,7019.451,207686.736,262.05806882,202903.53793118,1289.611,71088.57093118,0,0,33496.413,97028.943,0,2245234.452396919,2333642.643,1790048.82099149,5585.54,1784463.28099149,380836.13282851,59572.6201404,301668.41668811,0,576.33,10610.578,8408.188,0
202204,千立方公尺,2298456.0714639783,7356.103,2291099.9684639783,1567852.58305499,4151.31,1563701.27305499,530053.30183501,36335.34986149,352190.99997352,0,421.622,42386.434,98718.896,0,198158.1235,7356.103,190802.0205,152.76280899,196971.56719101,1925.116,71297.26119101,0,0,32355.111,91394.079,0,2291099.9684639783,2104789.937,1567699.820246,4151.31,1563548.510246,333081.734644,34410.23386149,280893.73878251,0,421.622,10031.323,7324.817,0
202205,千立方公尺,2224835.2348658814,8431.427,2216403.8078658814,1665921.51365364,3645,1662276.51365364,528452.51938636,37205.99649316,361127.4128932,0,197.023,38901.051,91021.036,0,192668.123,8431.427,184236.696,135.35839045,187218.00260955,1810.355,71678.74960955,0,0,29633.334,84095.564,0,2216403.8078658814,2193802.908,1665786.15526319,3645,1662141.15526319,341234.51677681,35395.64149316,289448.66328365,0,197.023,9267.717,6925.472,0
202206,千立方公尺,2107500.7271377437,8025.999,2099474.7281377437,1804676.51708748,2530.26,1802146.25708748,494003.56207252,43855.34503436,333682.71203816,0,76.171,35824.712,80564.622,0,167896.642875,8025.999,159870.643875,101.33376405,172391.09223595,1767.526,69066.56423595,0,0,26914.848,74642.154,0,2099474.7281377437,2257679.979,1804575.18332343,2530.26,1802044.92332343,321612.46983657,42087.81903436,264616.14780221,0,76.171,8909.864,5922.468,0
202207,千立方公尺,2520486.4026828275,8159.783,2512326.6196828275,2028703.0605933,2590.44,2026112.6205933,488528.6859567,45374.74366663,334752.15229007,0,61.217,35366.142,72974.431,0,161497.155875,8159.783,153337.372875,117.12056742,165681.29943258,2131.807,70066.58643258,0,0,26221.345,67261.561,0,2512326.6196828275,2505983.179,2028585.94002588,2590.44,2025995.50002588,322847.38652412,43242.93666663,264685.56585749,0,61.217,9144.797,5712.87,0
202208,千立方公尺,2365003.6715242413,8312.482,2356691.1895242413,2000138.63877577,7833,1992305.63877577,477897.22032423,49744.80563836,332767.22368587,0,74.339,36691.845,58619.007,0,156761.434,8312.482,148448.952,90.07964045,150867.24535955,2010.581,68078.71835955,0,0,26913.076,53864.87,0,2356691.1895242413,2445321.131,2000048.55913532,7833,1992215.55913532,327029.97496468,47734.22463836,264688.50532632,0,74.339,9778.769,4754.137,0
202209,千立方公尺,2379626.1336443134,8451.879,2371174.2546443134,1852187.10947683,9829.15,1842357.95947683,462157.73247317,47154.87458445,321093.59588872,0,72.605,38440.564,55396.093,0,164656.8555,8451.879,156204.9765,112.25257163,150460.59942837,2272.173,68892.95942837,0,0,28770.832,50524.635,0,2371174.2546443134,2305853.217,1852074.8569052,9829.15,1842245.7069052,311697.1330448,44882.70158445,252200.63646035,0,72.605,9669.732,4871.458,0
202210,千立方公尺,2273375.9461209788,7953.327,2265422.6191209788,1826804.67946903,5020.1,1821784.57946903,489027.84599097,60668.74577684,332960.53621413,0,182.54,37923.76,57292.264,0,179832.398625,7953.327,171879.071625,156.43674438,153042.76825562,1928.927,69770.15625562,0,0,28602.367,52741.318,0,2265422.6191209788,2364306.746,1826648.24272465,5020.1,1821628.14272465,335985.07773535,58739.81877684,263190.37995851,0,182.54,9321.393,4550.946,0
202211,千立方公尺,2108792.2733683735,7737.452,2101054.8213683735,1652919.65463474,2239.65,1650680.00463474,488749.22617526,57465.94624296,324316.0269323,0,278.866,40157.542,66530.845,0,184871.42675,7737.452,177133.97475,19.84397051,161430.73202949,1896.736,68016.06102949,0,0,30264.206,61253.729,0,2101054.8213683735,2166332.656,1652899.81066423,2239.65,1650660.16066423,327318.49414577,55569.21024296,256299.96590281,0,278.866,9893.336,5277.116,0
202212,千立方公尺,2291231.467174445,8763.642,2282467.825174445,1800604.21928125,3467.49,1797136.72928125,527013.63716875,54540.87328587,353498.31788288,0,605.515,42833.174,75535.757,0,237854.354625,8763.642,229090.712625,137.17071489,180046.00028511,1866.357,76056.32128511,0,0,32113.077,70010.245,0,2282467.825174445,2397392.888,1800467.04856636,3467.49,1796999.55856636,346967.63688364,52674.51628587,277441.99659777,0,605.515,10720.097,5525.512,0
202301,千立方公尺,2194486.792546443,7995.97,2186490.822546443,1546888.61366783,4238.04,1542650.57366783,468954.58432217,40076.12444488,295391.37687729,0,641.801,43647.589,89197.693,0,204749.0605,7995.97,196753.0905,51.61676405,179790.66023595,1498.053,62547.26023595,0,0,33572.267,82173.08,0,2186490.822546443,1922786.934,1546836.99690378,4238.04,1542598.95690378,289163.92408622,38578.07144488,232844.11664134,0,641.801,10075.322,7024.613,0
202302,千立方公尺,1938571.6588323516,7676.989,1930894.6698323516,1578041.80090688,3228.95,1574812.85090688,525290.07254312,49288.75022104,332864.12332208,0,1060.602,44212.16,97864.437,0,208772.64475,7676.989,201095.65575,79.30643258,190119.62556742,1206.318,65221.62656742,0,0,33300.108,90391.573,0,1930894.6698323516,2108347.142,1577962.4944743,3228.95,1574733.5444743,335170.4469757,48082.43222104,267642.49675466,0,1060.602,10912.052,7472.864,0
202303,千立方公尺,2377676.8074299954,8685.514,2368991.2934299954,1708500.33659596,3257.59,1705242.74659596,591579.37112404,54926.10859403,381735.68353001,0,720.234,45540.328,108657.017,0,220397.0275,8685.514,211711.5135,78.69690028,211355.53109972,1272.249,74711.72609972,0,0,35113.519,100258.037,0,2368991.2934299954,2298162.919,1708421.63969568,3257.59,1705164.04969568,380223.84002432,53653.85959403,307023.95743029,0,720.234,10426.809,8398.98,0
202304,千立方公尺,2029527.6117317626,8305.876,2021221.7357317626,1599845.71042629,2678.67,1597167.04042629,543457.06540371,50501.45969037,350635.42871334,0,334.795,43202.004,98783.378,0,190621.001125,8305.876,182315.125125,69.22292416,197302.07107584,1503.186,70482.63207584,0,0,33569.131,91747.122,0,2021221.7357317626,2135474.414,1599776.48750213,2678.67,1597097.81750213,346154.99432787,48998.27369037,280152.7966375,0,334.795,9632.873,7036.256,0
202305,千立方公尺,2283086.5937571362,8244.466,2274842.1277571362,1706248.32072196,2541.39,1703706.93072196,541209.81912804,58963.93943357,351046.77269447,0,147.464,42690.976,88360.667,0,182830.435,8244.466,174585.969,86.82845787,185177.89754213,1882.338,68845.09154213,0,0,32710.402,81740.066,0,2274842.1277571362,2190250.669,1706161.49226409,2541.39,1703620.10226409,356031.92158591,57081.60143357,282201.68115234,0,147.464,9980.574,6620.601,0
202306,千立方公尺,2065677.7763307658,7948.486,2057729.2903307658,1703825.55148124,2945.6,1700879.95148124,504424.61627876,49248.53576652,340746.20351224,0,85.355,40882.23,73462.292,0,159606.823375,7948.486,151658.337375,75.12157584,168619.07242416,1911.558,66934.14542416,0,0,31621.678,68151.691,0,2057729.2903307658,2168368.826,1703750.4299054,2945.6,1700804.8299054,335805.5438546,47336.97776652,273812.05808808,0,85.355,9260.552,5310.601,0
202307,千立方公尺,2296192.635660625,6125.409,2290067.226660625,1895170.37081635,4240.26,1890930.11081635,493141.80741365,49314.86974558,340778.51466807,0,89.154,38653.755,64305.514,0,158039.3385,6125.409,151913.9295,84.03135253,159027.58164747,1993.7,68152.94764747,0,0,29652.316,59228.618,0,2290067.226660625,2345948.816,1895086.33946382,4240.26,1890846.07946382,334114.22576618,47321.16974558,272625.5670206,0,89.154,9001.439,5076.896,0
202308,千立方公尺,2430298.2866882644,6829.543,2423468.7436882644,1900795.37369085,3954.3,1896841.07369085,491524.74977915,48425.68428738,348315.34349177,0,81.836,39254.337,55447.549,0,162380.960875,6829.543,155551.417875,40.75344382,151007.23455618,2084.559,68573.52955618,0,0,29590.71,50758.436,0,2423468.7436882644,2356250.451,1900754.62024703,3954.3,1896800.32024703,340517.51522297,46341.12528738,279741.81393559,0,81.836,9663.627,4689.113,0
202309,千立方公尺,2238806.4415577707,6999.394,2231807.0475577707,1751554.79930778,3273.52,1748281.27930778,495057.77116222,59232.61741893,340362.03674329,0,96.759,39322.364,56043.994,0,160335.623875,6999.394,153336.229875,128.8548427,152004.1661573,2052.582,68771.2371573,0,0,30117.049,51063.298,0,2231807.0475577707,2237523.681,1751425.94446508,3273.52,1748152.42446508,343053.60500492,57180.03541893,271590.79958599,0,96.759,9205.315,4980.696,0
